交易日期,证券简称,证券代码,成交价格(元),成交金额(万元),成交量(手),买入营业部,卖出营业部,是否专场
2024-12-11,宏华数科,688789,60.38,501.15,8.3,国都证券股份有限公司江苏分公司,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-11,宏华数科,688789,60.38,380.39,6.3,浙商证券股份有限公司台州环城东路证券营业部,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-11,国光电气,688776,55.45,299.98,5.41,中信证券股份有限公司总部(非营业场所),中信证券股份有限公司成都人民南路证券营业部,否
2024-12-11,国光电气,688776,55.45,221.8,4,中信建投证券股份有限公司北京望京证券营业部,中信证券股份有限公司成都人民南路证券营业部,否
2024-12-11,禾川科技,688320,50,500,10,海通证券股份有限公司上海徐汇区建国西路证券营业部,海通证券股份有限公司上海徐汇区建国西路证券营业部,否
2024-12-11,淳中科技,603516,48.56,726.46,14.96,机构专用,华泰证券股份有限公司安徽分公司,否
2024-12-11,华特气体,688268,48.25,468.99,9.72,国都证券股份有限公司江苏分公司,金圆统一证券有限公司厦门分公司,否
2024-12-11,华特气体,688268,48.25,434.25,9,中国银河证券股份有限公司金华证券营业部,金圆统一证券有限公司厦门分公司,否
2024-12-11,华特气体,688268,48.25,281.3,5.83,华泰证券股份有限公司南京文澜路证券营业部,金圆统一证券有限公司厦门分公司,否
2024-12-11,华特气体,688268,48.25,241.25,5,中信建投证券股份有限公司北京望京证券营业部,金圆统一证券有限公司厦门分公司,否
2024-12-11,华特气体,688268,48.25,241.25,5,粤开证券股份有限公司深圳分公司,金圆统一证券有限公司厦门分公司,否
2024-12-11,金诚信,603979,42.54,25949.4,610,机构专用,机构专用,否
2024-12-11,臻镭科技,688270,41.81,1588.78,38,机构专用,国投证券股份有限公司北京西关二巷证券营业部,否
2024-12-11,臻镭科技,688270,41.81,209.05,5,中信证券股份有限公司徐州建国西路证券营业部,国投证券股份有限公司北京西关二巷证券营业部,否
2024-12-11,南芯科技,688484,41.29,889.39,21.54,中信证券股份有限公司总部(非营业场所),机构专用,否
2024-12-11,南芯科技,688484,41.29,363.35,8.8,中信证券股份有限公司总部(非营业场所),机构专用,否
2024-12-11,恒烁股份,688416,38.79,271.53,7,华泰证券股份有限公司南京长江路证券营业部,华泰证券股份有限公司合肥习友路证券营业部,否
2024-12-11,映翰通,688080,32.99,3504.86,106.24,机构专用,海通证券股份有限公司北京中关村南大街证券营业部,否
2024-12-11,奇安信,688561,31.67,3918,123.71,中信建投证券股份有限公司北京顺义证券营业部,中信建投证券股份有限公司北京大屯路证券营业部,否
2024-12-11,中信证券,600030,31.34,940.2,30,国泰君安证券股份有限公司总部,华泰证券股份有限公司北京雍和宫证券营业部,否
2024-12-11,天能股份,688819,27.46,329.52,12,招商证券股份有限公司北京景辉街证券营业部,中国银河证券股份有限公司北京中关村大街证券营业部,否
2024-12-11,天能股份,688819,27.45,329.7,12.01,方正证券股份有限公司长沙芙蓉中路证券营业部,招商证券股份有限公司北京建国路证券营业部,否
2024-12-11,松炀资源,603863,21.45,1107.89,51.65,联储证券股份有限公司上海分公司,长城证券股份有限公司深圳分公司,否
2024-12-11,江化微,603078,18.9,1814.06,95.98,中国中金财富证券有限公司江阴朝阳路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-11,江化微,603078,18.9,1281.23,67.79,中国中金财富证券有限公司江阴朝阳路证券营业部,平安证券股份有限公司深圳金田路证券营业部,否
2024-12-11,江化微,603078,18.9,455.11,24.08,中国中金财富证券有限公司江阴朝阳路证券营业部,中信证券股份有限公司泉州温陵北路证券营业部,否
2024-12-11,纳微科技,688690,18.74,206.14,11,华泰证券股份有限公司广州云城东路证券营业部,中信证券股份有限公司苏州分公司,否
2024-12-11,纳微科技,688690,18.74,206.14,11,长城证券股份有限公司总部,中信证券股份有限公司苏州分公司,否
2024-12-11,纳微科技,688690,18.74,200.52,10.7,华泰证券股份有限公司北京雍和宫证券营业部,中信证券股份有限公司苏州分公司,否
2024-12-11,上海汽配,603107,17.14,514.2,30,国投证券股份有限公司福州分公司,兴业证券股份有限公司上海自由贸易试验区分公司,否
2024-12-11,上海汽配,603107,15.75,299.25,19,中信证券股份有限公司徐州建国西路证券营业部,兴业证券股份有限公司上海自由贸易试验区分公司,否
2024-12-11,上海汽配,603107,15.75,236.25,15,华鑫证券有限责任公司深圳财富大厦证券营业部,兴业证券股份有限公司上海自由贸易试验区分公司,否
2024-12-11,上海汽配,603107,15.75,200.03,12.7,中信建投证券股份有限公司北京望京证券营业部,兴业证券股份有限公司上海自由贸易试验区分公司,否
2024-12-11,岩石股份,600696,15.16,2232.96,147.29,机构专用,中信证券股份有限公司上海浦东新区东方路证券营业部,否
2024-12-11,东航物流,601156,14.86,1188.8,80,机构专用,中国国际金融股份有限公司上海分公司,否
2024-12-11,东航物流,601156,14.86,475.52,32,浙商证券股份有限公司绍兴分公司,中国国际金融股份有限公司上海分公司,否
2024-12-11,东航物流,601156,14.86,312.06,21,机构专用,中国国际金融股份有限公司上海分公司,否
2024-12-11,东航物流,601156,14.86,252.62,17,中信证券股份有限公司苏州分公司,中国国际金融股份有限公司上海分公司,否
2024-12-11,东航物流,601156,14.86,252.62,17,广发证券股份有限公司南京水佑岗证券营业部,中国国际金融股份有限公司上海分公司,否
2024-12-11,东航物流,601156,14.86,252.62,17,招商证券股份有限公司西安北大街证券营业部,中国国际金融股份有限公司上海分公司,否
2024-12-11,东航物流,601156,14.86,252.62,17,浙商证券股份有限公司天津永安道证券营业部,中国国际金融股份有限公司上海分公司,否
2024-12-11,东航物流,601156,14.86,208.04,14,长城证券股份有限公司总部,中国国际金融股份有限公司上海分公司,否
2024-12-11,索通发展,603612,14.19,1419,100,申万宏源证券有限公司证券投资总部,长江证券股份有限公司济南经十路证券营业部,否
2024-12-11,维远股份,600955,14.02,1752.5,125,海通证券股份有限公司济南泉城路证券营业部,华龙证券股份有限公司淄博鲁泰大道证券营业部,否
2024-12-11,益方生物,688382,12.76,1327.04,104,机构专用,中信证券股份有限公司北京亚运村证券营业部,否
2024-12-11,益方生物,688382,12.76,319,25,中信建投证券股份有限公司北京望京证券营业部,中信证券股份有限公司北京亚运村证券营业部,否
2024-12-11,益方生物,688382,12.76,204.16,16,机构专用,中信证券股份有限公司北京亚运村证券营业部,否
2024-12-11,宣泰医药,688247,12.53,1253,100,机构专用,国泰君安证券股份有限公司上海江苏路证券营业部,否
2024-12-11,四方科技,603339,12.21,319.05,26.13,招商证券股份有限公司北京景辉街证券营业部,中国银河证券股份有限公司北京中关村大街证券营业部,否
2024-12-11,广钢气体,688548,10.5,1050,100,机构专用,申港证券股份有限公司湖北分公司,否
2024-12-11,上海临港,600848,10.49,2307.8,220,国投证券股份有限公司福州分公司,招商证券股份有限公司深圳招商证券大厦证券营业部,否
2024-12-11,汇成股份,688403,9.47,501.91,53,海通证券股份有限公司合肥黄山路证券营业部,海通证券股份有限公司合肥黄山路证券营业部,否
2024-12-11,镇洋发展,603213,8.88,444,50,财通证券股份有限公司杭州庆春路证券营业部,国信证券股份有限公司杭州市心中路证券营业部,否
2024-12-11,镇洋发展,603213,8.88,310.8,35,国泰君安证券股份有限公司嘉兴秀洲大道证券营业部,国信证券股份有限公司杭州市心中路证券营业部,否
2024-12-11,恒顺醋业,600305,8.53,1545.91,181.23,招商证券股份有限公司深圳招商证券大厦证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-11,汇嘉时代,603101,8.5,1105,130,上海证券有限责任公司宝山友谊路证券营业部,南京证券股份有限公司杭州新塘路证券营业部,否
2024-12-11,江盐集团,601065,8.47,508.2,60,机构专用,中国中金财富证券有限公司厦门分公司,否
2024-12-11,均普智能,688306,8,240,30,中信建投证券股份有限公司北京望京证券营业部,海通证券股份有限公司上海普陀区铜川路证券营业部,否
2024-12-11,山东高速,508007,7.47,2904.27,389,中信证券股份有限公司总部(非营业场所),国信证券股份有限公司公司总部,否
2024-12-11,京沪高铁,601816,6.32,379655.11,60072.01,机构专用,机构专用,否
2024-12-11,旗滨集团,601636,6.31,2524,400,方正证券股份有限公司总部,华泰证券股份有限公司漳州水仙大街证券营业部,否
2024-12-11,丽尚国潮,600738,5.51,2204,400,机构专用,联储证券股份有限公司上海分公司,否
2024-12-11,正元地信,688509,4.87,876.6,180,方正证券股份有限公司总部,中国中金财富证券有限公司北京北三环东路证券营业部,否
2024-12-11,龙元建设,600491,3.91,3910,1000,中国银河证券股份有限公司杭州海运国际大厦证券营业部,兴业证券股份有限公司宜兴解放东路证券营业部,否
2024-12-11,百川能源,600681,3.56,356,100,机构专用,华泰证券股份有限公司上海分公司,否
2024-12-11,百川能源,600681,3.56,356,100,机构专用,华泰证券股份有限公司上海分公司,否
2024-12-11,厦门安居,508058,3.45,965.16,280,申万宏源证券有限公司上海黄浦区福州路证券营业部,国信证券股份有限公司公司总部,否
2024-12-11,京保REIT,508068,3.42,958.72,280,申万宏源证券有限公司上海黄浦区福州路证券营业部,国信证券股份有限公司公司总部,否
2024-12-11,酒ETF,512690,0.65,130.6,200,广发证券股份有限公司上海浦东新区东方路证券营业部,国泰君安证券股份有限公司总部,否
2024-12-11,创新药,515120,0.56,224,400,中国国际金融股份有限公司北京建国门外大街证券营业部,华泰证券股份有限公司北京雍和宫证券营业部,否
2024-12-10,贵州茅台,600519,1546.59,5150.14,3.33,中国银河证券股份有限公司深圳水贝证券营业部,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,否
2024-12-10,茂莱光学,688502,240.26,360.39,1.5,兴业证券股份有限公司哈尔滨友谊路证券营业部,国投证券股份有限公司南京华创路证券营业部,否
2024-12-10,茂莱光学,688502,240.26,360.39,1.5,机构专用,国投证券股份有限公司南京华创路证券营业部,否
2024-12-10,茂莱光学,688502,240.26,360.39,1.5,机构专用,国投证券股份有限公司南京华创路证券营业部,否
2024-12-10,安集科技,688019,146.41,5856.4,40,机构专用,招商证券股份有限公司北京北三环东路证券营业部,否
2024-12-10,赛力斯,601127,134.5,2125.1,15.8,国泰君安证券股份有限公司西安东关正街证券营业部,中信建投证券股份有限公司上海闵行区顾戴路证券营业部,否
2024-12-10,禾信仪器,688622,69.33,1386.6,20,机构专用,中山证券有限责任公司厦门湖滨南路证券营业部,否
2024-12-10,禾信仪器,688622,69.33,1386.6,20,机构专用,中山证券有限责任公司厦门湖滨南路证券营业部,否
2024-12-10,宏华数科,688789,60.83,1216.6,20,中信证券股份有限公司浙江分公司,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-10,宏华数科,688789,60.83,912.45,15,中国中金财富证券有限公司杭州江河汇证券营业部,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-10,宏华数科,688789,60.83,608.3,10,瑞银证券有限责任公司上海花园石桥路证券营业部,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-10,宏华数科,688789,60.83,304.15,5,机构专用,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-10,宏华数科,688789,60.83,304.15,5,机构专用,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-10,宏华数科,688789,60.83,282.86,4.65,中信证券股份有限公司总部(非营业场所),湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-10,宏华数科,688789,60.83,212.91,3.5,机构专用,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-10,宏华数科,688789,60.83,200.74,3.3,长江证券股份有限公司合肥长江西路证券营业部,湘财证券股份有限公司杭州文二西路证券营业部,否
2024-12-10,恒瑞医药,600276,48.13,202.15,4.2,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2024-12-10,禾川科技,688320,46.88,937.6,20,国海证券股份有限公司山东分公司,中信证券股份有限公司上海红宝石路证券营业部,否
2024-12-10,金诚信,603979,41.07,25052.7,610,机构专用,机构专用,否
2024-12-10,臻镭科技,688270,41.03,287.21,7,中信证券股份有限公司总部(非营业场所),国投证券股份有限公司北京西关二巷证券营业部,否
2024-12-10,臻镭科技,688270,41.03,246.18,6,中信建投证券股份有限公司北京望京证券营业部,国投证券股份有限公司北京西关二巷证券营业部,否
2024-12-10,呈和科技,688625,39.7,397,10,长江证券股份有限公司上海都市路证券营业部,广发证券股份有限公司广州天河路证券营业部,否
2024-12-10,南芯科技,688484,39.63,701.45,17.7,中信证券股份有限公司总部(非营业场所),机构专用,否
2024-12-10,南芯科技,688484,39.63,285.34,7.2,中信证券股份有限公司总部(非营业场所),机构专用,否
2024-12-10,南芯科技,688484,39.63,202.11,5.1,中信证券股份有限公司总部(非营业场所),机构专用,否
2024-12-10,映翰通,688080,32.41,259.28,8,光大证券股份有限公司深圳海德三道证券营业部,海通证券股份有限公司北京中关村南大街证券营业部,否
2024-12-10,映翰通,688080,32.41,259.28,8,机构专用,海通证券股份有限公司北京中关村南大街证券营业部,否
2024-12-10,映翰通,688080,32.41,200.94,6.2,国信证券股份有限公司深圳泰然九路证券营业部,海通证券股份有限公司北京中关村南大街证券营业部,否
2024-12-10,映翰通,688080,32.41,200.94,6.2,机构专用,海通证券股份有限公司北京中关村南大街证券营业部,否
2024-12-10,映翰通,688080,32.41,200.29,6.18,机构专用,海通证券股份有限公司北京中关村南大街证券营业部,否
2024-12-10,映翰通,688080,32.41,200.29,6.18,机构专用,海通证券股份有限公司北京中关村南大街证券营业部,否
2024-12-10,爱科赛博,688719,31.86,254.88,8,机构专用,国投证券股份有限公司深圳安信金融大厦证券营业部,否
2024-12-10,海尔生物,688139,31.44,408.72,13,摩根大通证券（中国）有限公司上海银城中路证券营业部,中信证券股份有限公司上海世博馆路证券营业部,否
2024-12-10,新天然气,603393,30.79,203.21,6.6,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2024-12-10,金石资源,603505,26.08,364.86,13.99,中国国际金融股份有限公司北京建国门外大街证券营业部,平安证券股份有限公司深圳金田路证券营业部,否
2024-12-10,洪田股份,603800,22.96,2914.77,126.95,国泰君安证券股份有限公司北京知春路证券营业部,国联证券股份有限公司南通工农路证券营业部,否
2024-12-10,莱特光电,688150,22.78,539.89,23.7,中信证券股份有限公司总部(非营业场所),中信证券股份有限公司北京金融大街证券营业部,否
2024-12-10,莱特光电,688150,22.78,426.84,18.74,中信证券股份有限公司总部(非营业场所),中信证券股份有限公司北京金融大街证券营业部,否
2024-12-10,航天晨光,600501,21.14,445.42,21.07,中国国际金融股份有限公司北京建国门外大街证券营业部,平安证券股份有限公司深圳金田路证券营业部,否
2024-12-10,羚锐制药,600285,19.88,347.9,17.5,国元证券股份有限公司宣城分公司,国元证券股份有限公司宁国人民路证券营业部,否
2024-12-10,奥来德,688378,19.66,318.49,16.2,申万宏源证券有限公司吉林分公司,申万宏源证券有限公司吉林分公司,否
2024-12-10,纳微科技,688690,19.1,200.55,10.5,华泰证券股份有限公司广州云城东路证券营业部,中信证券股份有限公司苏州分公司,否
2024-12-10,蓝特光学,688127,18.92,618.68,32.7,华泰证券股份有限公司嘉兴纺工路证券营业部,光大证券股份有限公司宿迁发展大道证券营业部,否
2024-12-10,汇宇制药,688553,16.19,1699.95,105,信达证券股份有限公司温州瓯江路证券营业部,国盛证券有限责任公司南昌金融大街证券营业部,否
2024-12-10,均胜电子,600699,15.85,233.15,14.71,国泰君安证券股份有限公司重庆中山三路证券营业部,浙商证券股份有限公司湖南分公司,否
2024-12-10,淮北矿业,600985,14.88,580.32,39,中国国际金融股份有限公司北京建国门外大街证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-10,电科芯片,600877,13.92,13575.85,975.28,中信证券股份有限公司总部(非营业场所),中信证券股份有限公司重庆解放碑证券营业部,否
2024-12-10,维远股份,600955,13.66,1707.5,125,国信证券股份有限公司广州分公司,华龙证券股份有限公司淄博鲁泰大道证券营业部,否
2024-12-10,三安光电,600703,12.85,257,20,海通证券股份有限公司上海嘉定区洪德路证券营业部,国泰君安证券股份有限公司总部,否
2024-12-10,中金黄金,600489,12.74,418.25,32.83,中国国际金融股份有限公司北京建国门外大街证券营业部,平安证券股份有限公司深圳金田路证券营业部,否
2024-12-10,明泰铝业,601677,12.51,537.93,43,中国国际金融股份有限公司北京建国门外大街证券营业部,平安证券股份有限公司深圳金田路证券营业部,否
2024-12-10,良品铺子,603719,11.82,1182,100,中信证券股份有限公司南京双龙大道证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,354.6,30,招商证券股份有限公司西安北大街证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,334.74,28.32,平安证券股份有限公司江苏分公司,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,295.5,25,国金证券股份有限公司北京长椿街证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,295.5,25,摩根大通证券（中国）有限公司上海银城中路证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,295.5,25,机构专用,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,271.86,23,中信建投证券股份有限公司北京望京证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,248.22,21,中信建投证券股份有限公司总部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,236.4,20,广发证券股份有限公司南京水佑岗证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,200.94,17,中信证券股份有限公司北京京城大厦证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,200.94,17,国投证券股份有限公司连云港郁州北路证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,200.94,17,机构专用,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,200.11,16.93,广发证券股份有限公司杭州延安路证券营业部,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,200.11,16.93,机构专用,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,200.11,16.93,机构专用,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,良品铺子,603719,11.82,200.11,16.93,机构专用,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-10,上海临港,600848,10.37,2074,200,浙商证券股份有限公司上海长乐路证券营业部,招商证券股份有限公司深圳招商证券大厦证券营业部,否
2024-12-10,国家电投,508028,10.22,2963.8,290,国泰君安证券股份有限公司客户资产管理部,中信证券股份有限公司总部(非营业场所),否
2024-12-10,国家电投,508028,10.22,2963.51,290,中信证券股份有限公司总部(非营业场所),机构专用,否
2024-12-10,国家电投,508028,10.14,1115.84,110,中信证券股份有限公司客户资产管理部,东兴证券股份有限公司三明列东街证券营业部,否
2024-12-10,国家电投,508028,10.14,912.96,90,中信证券股份有限公司客户资产管理部,东兴证券股份有限公司三明列东街证券营业部,否
2024-12-10,安凯微,688620,10.12,809.6,80,机构专用,中信建投证券股份有限公司北京德胜门证券营业部,否
2024-12-10,航天电子,600879,9.83,203.48,20.7,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2024-12-10,重庆银行,601963,9.14,1243.04,136,国泰君安证券股份有限公司重庆中山三路证券营业部,国泰君安证券股份有限公司重庆中山三路证券营业部,否
2024-12-10,古越龙山,600059,9.1,637,70,中国国际金融股份有限公司北京建国门外大街证券营业部,平安证券股份有限公司深圳金田路证券营业部,否
2024-12-10,力帆科技,601777,7.63,2289,300,方正证券股份有限公司总部,方正证券股份有限公司重庆万象城证券营业部,否
2024-12-10,山东高速,508007,7.47,2903.89,389,国信证券股份有限公司公司总部,广发证券股份有限公司总部,否
2024-12-10,科美诊断,688468,7.45,372.5,50,机构专用,中信证券股份有限公司北京紫竹院路证券营业部,否
2024-12-10,常熟银行,601128,6.92,726.6,105,中信建投证券股份有限公司常熟锁澜南路证券营业部,中信建投证券股份有限公司常熟锁澜南路证券营业部,否
2024-12-10,旗滨集团,601636,6.29,2516,400,方正证券股份有限公司总部,华泰证券股份有限公司漳州水仙大街证券营业部,否
2024-12-10,浙文互联,600986,6.12,3978,650,国泰君安证券股份有限公司东营北一路证券营业部,中泰证券股份有限公司东营北一路证券营业部,否
2024-12-10,驰宏锌锗,600497,6.12,203.18,33.2,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2024-12-10,工商银行,601398,5.9,413,70,国泰君安证券股份有限公司宝安壹方中心证券营业部,华泰证券股份有限公司深圳益田路证券营业部,否
2024-12-10,中交REIT,508018,4.86,485.8,100,机构专用,华泰证券股份有限公司成都蜀金路证券营业部,否
2024-12-10,实达集团,600734,4.25,2125,500,华泰证券股份有限公司南京长江路证券营业部,中信建投证券股份有限公司福州东街证券营业部,否
2024-12-10,龙元建设,600491,3.85,1397.55,363,中国银河证券股份有限公司淳安新安东路证券营业部,兴业证券股份有限公司宜兴解放东路证券营业部,否
2024-12-10,龙元建设,600491,3.85,371.87,96.59,国泰君安证券股份有限公司慈溪开发大道证券营业部,兴业证券股份有限公司宜兴解放东路证券营业部,否
2024-12-10,宝泰隆,601011,3.02,202.94,67.2,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2024-12-10,西宁特钢,600117,2.78,144.77,52.07,中原证券股份有限公司巩义嵩山路证券营业部,华泰证券股份有限公司西宁新宁路证券营业部,否
2024-12-10,大唐发电,601991,2.7,126.9,47,国泰君安证券股份有限公司武汉紫阳东路证券营业部,招商证券股份有限公司深圳南山南油大道证券营业部,否
2024-12-10,华润有巢,508077,2.61,990.66,380,中信证券股份有限公司总部(非营业场所),国信证券股份有限公司公司总部,否
2024-12-10,和辉光电,688538,2.55,1925.88,755.25,中信证券股份有限公司总部(非营业场所),海通证券股份有限公司上海静安区北京西路证券营业部,否
2024-12-10,和辉光电,688538,2.55,1275,500,方正证券股份有限公司总部,海通证券股份有限公司上海静安区北京西路证券营业部,否
2024-12-10,和辉光电,688538,2.55,1275,500,机构专用,海通证券股份有限公司上海静安区北京西路证券营业部,否
2024-12-10,津投城开,600322,2.55,185.21,72.63,机构专用,中国中金财富证券有限公司上海黄浦区湖滨路证券营业部,否
2024-12-10,和邦生物,603077,2.25,67.5,30,中国国际金融股份有限公司北京建国门外大街证券营业部,国投证券股份有限公司连云港郁州北路证券营业部,否
2024-12-10,银行ETF,512800,1.44,4329,3000,东方财富证券股份有限公司证券投资部,申万宏源证券有限公司证券投资总部,否
2024-12-10,银行,515290,1.29,3861,3000,东方财富证券股份有限公司证券投资部,中信证券股份有限公司总部(非营业场所),否
2024-12-10,科创50,588000,0.85,245.92,290,长江证券股份有限公司深圳福华路证券营业部,招商证券股份有限公司深圳福民路证券营业部,否
2024-12-10,光伏ETF,515790,0.82,539.22,660,中国国际金融股份有限公司北京建国门外大街证券营业部,华泰证券股份有限公司北京雍和宫证券营业部,否
2024-12-09,贵州茅台,600519,1518.8,4237.45,2.79,中国中金财富证券有限公司深圳分公司,中国银河证券股份有限公司深圳水贝证券营业部,否
2024-12-09,贵州茅台,600519,1518.8,911.28,0.6,国泰君安证券股份有限公司深圳福田中心区华融大厦证券营业部,中国银河证券股份有限公司深圳水贝证券营业部,否
2024-12-09,贵州茅台,600519,1518.8,227.82,0.15,中信证券股份有限公司苏州分公司,中信建投证券股份有限公司上海市营口路证券营业部,否
2024-12-09,茂莱光学,688502,243.59,1096.16,4.5,机构专用,国投证券股份有限公司南京华创路证券营业部,否
2024-12-09,东鹏饮料,605499,221.18,499.87,2.26,中信证券股份有限公司苏州分公司,中信建投证券股份有限公司上海市营口路证券营业部,否
2024-12-09,赛力斯,601127,144.75,217.13,1.5,华泰证券股份有限公司深圳前海证券营业部,中信建投证券股份有限公司上海闵行区顾戴路证券营业部,否
2024-12-09,澜起科技,688008,63.86,200.52,3.14,万联证券股份有限公司深圳分公司,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2024-12-09,芯动联科,688582,49.29,246.45,5,东兴证券股份有限公司成都都江堰市迎宾路证券营业部,海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2024-12-09,禾川科技,688320,42.5,425,10,海通证券股份有限公司上海徐汇区建国西路证券营业部,海通证券股份有限公司上海徐汇区建国西路证券营业部,否
2024-12-09,禾川科技,688320,42.03,630.45,15,机构专用,中信证券股份有限公司上海红宝石路证券营业部,否
2024-12-09,能科科技,603859,41.04,200.28,4.88,中信证券股份有限公司泉州温陵北路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-09,南芯科技,688484,39.65,844.55,21.3,中信证券股份有限公司总部(非营业场所),机构专用,否
2024-12-09,南芯科技,688484,39.65,344.96,8.7,中信证券股份有限公司总部(非营业场所),机构专用,否
2024-12-09,恒烁股份,688416,35.18,492.52,14,华泰证券股份有限公司南京长江路证券营业部,华泰证券股份有限公司合肥习友路证券营业部,否
2024-12-09,康拓医疗,688314,28.35,792.7,27.96,机构专用,华泰证券股份有限公司南京中山东路华泰证券大厦证券营业部,否
2024-12-09,康拓医疗,688314,28.35,204.12,7.2,机构专用,华泰证券股份有限公司南京中山东路华泰证券大厦证券营业部,否
2024-12-09,康拓医疗,688314,28.35,204.12,7.2,机构专用,华泰证券股份有限公司南京中山东路华泰证券大厦证券营业部,否
2024-12-09,陕西煤业,601225,24.58,24580,1000,机构专用,机构专用,否
2024-12-09,洪田股份,603800,22.68,680.4,30,机构专用,国联证券股份有限公司南通工农路证券营业部,否
2024-12-09,七一二,603712,22.44,201.96,9,中信证券股份有限公司泉州温陵北路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2024-12-09,悦安新材,688786,21.85,415.15,19,申万宏源证券有限公司天津解放南路证券营业部,长城证券股份有限公司青岛台东一路证券营业部,否
2024-12-09,悦安新材,688786,21.85,218.5,10,中信证券股份有限公司北京北苑证券营业部,东兴证券股份有限公司南昌赣江中大道证券营业部,否
2024-12-09,悦安新材,688786,21.85,218.5,10,国泰君安证券股份有限公司深圳登良路证券营业部,长城证券股份有限公司青岛台东一路证券营业部,否
2024-12-09,羚锐制药,600285,21.63,300.01,13.87,招商证券股份有限公司深圳益田路免税商务大厦证券营业部,国泰君安证券股份有限公司深圳海岸城海德三道证券营业部,否
2024-12-09,纳微科技,688690,18.92,946,50,机构专用,中信证券股份有限公司苏州分公司,否
2024-12-09,纳微科技,688690,18.92,227.04,12,机构专用,中信证券股份有限公司苏州分公司,否
2024-12-09,豪森智能,688529,18.09,201.52,11.14,华泰证券股份有限公司重庆江北嘴证券营业部,浙商证券股份有限公司湖南分公司,否
2024-12-09,赤峰黄金,600988,16.81,448.49,26.68,长江证券股份有限公司济南经十路证券营业部,湘财证券股份有限公司山东分公司,否
2024-12-09,上海亚虹,603159,13.8,1573.2,114,机构专用,中原证券股份有限公司林州红旗渠大道证券营业部,否
2024-12-09,上海亚虹,603159,13.8,543.72,39.4,机构专用,中原证券股份有限公司林州红旗渠大道证券营业部,否
2024-12-09,上海亚虹,603159,13.8,414,30,华泰证券股份有限公司总部,中原证券股份有限公司林州红旗渠大道证券营业部,否
2024-12-09,上海亚虹,603159,13.8,271.86,19.7,机构专用,中原证券股份有限公司林州红旗渠大道证券营业部,否
2024-12-09,上海亚虹,603159,13.8,255.3,18.5,机构专用,中原证券股份有限公司林州红旗渠大道证券营业部,否
2024-12-09,上海亚虹,603159,13.8,204.24,14.8,机构专用,中原证券股份有限公司林州红旗渠大道证券营业部,否
2024-12-09,良品铺子,603719,12.04,481.6,40,机构专用,广发证券股份有限公司武汉纺织路证券营业部,否
2024-12-09,国家电投,508028,10.14,2028.6,200,东兴证券股份有限公司三明列东街证券营业部,机构专用,否
